(((((((((((((string(v.width) + ';') + string(v.height)) + ';') + string(v.activated_at)) + ';') + string(v.speed)) + ';') + string(v.tiv)) + ';') + v.location.x) + ':') + v.location.y) + ':') + v.location.z
1.57,1.05,1.3244496502754395,17.0,1.3244496502754395,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,12.353002400604359,14.0,2.353002400604359,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,21.921236418277573,15.0,1.921236418277574,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,33.37135920251664,17.0,3.3713592025166412,4499.169682445412:2200.1502830409445:0.0
2.59,12.19,42.83475083789956,15.0,2.8347508378995623,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,52.25051111738111,12.0,2.250511117381105,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,62.96291401600171,12.0,2.9629140160017085,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,72.27921953618021,14.0,2.2792195361802032,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,82.63458153236049,11.0,2.6345815323604804,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,94.87024489667444,14.0,4.870244896674432,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,102.16843148963596,14.0,2.1684314896359673,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,110.78288057215731,8.0,0.7828805721573079,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,122.18677997361583,17.0,2.1867799736158235,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,132.96718188542295,17.0,2.9671818854229493,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,140.26209905506795,17.0,0.2620990550679537,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,159.25351157947043,11.0,9.253511579470421,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,167.31435175982955,17.0,2.3143517598295436,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,182.87500083806785,21.0,2.8750008380678436,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,191.2639393889512,12.0,1.2639393889511898,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,216.83165273526438,18.0,1.831652735264374,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,226.10555408533236,18.0,1.1055540853323689,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,249.26327481116968,21.0,4.263274811169668,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,255.57664913391648,13.0,0.5766491339164813,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,278.24287214615214,16.0,3.2428721461521492,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,286.14609684864683,12.0,1.146096848646843,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,308.1912321183265,19.0,3.191232118326518,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,317.56065857993235,9.0,2.5606585799323334,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,337.05480118960094,14.0,2.0548011896009433,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,346.53891327970194,16.0,1.5389132797019425,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,370.54695704466326,15.0,5.546957044663233,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,380.18979455688583,19.0,0.18979455688582794,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,399.1623229971215,10.0,4.162322997121547,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,410.72230332581364,11.0,5.722303325813631,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,422.4733835837114,21.0,2.4733835837113856,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,431.1810989384782,18.0,1.181098938478224,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,443.8775373280486,14.0,3.8775373280486383,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,455.3500716949022,18.0,5.350071694902207,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,469.7813119883176,18.0,4.781311988317591,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,481.63657048561464,19.0,1.6365704856146588,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,492.5733184893999,21.0,2.5733184893999383,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,501.23220863591234,13.0,1.2322086359123523,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,523.2193461753873,17.0,8.219346175387248,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,531.5651037872398,11.0,1.5651037872397624,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,540.7323186268665,13.0,0.732318626866408,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,553.070347123386,14.0,3.070347123385974,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,560.7532360771113,13.0,0.7532360771112419,4499.169682445412:2200.1502830409445:0.0
1.57,1.05,572.1845189733398,13.0,2.184518973339834,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,581.9770096945053,17.0,1.9770096945053826,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,592.7020177057649,26.0,2.7020177057648382,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,601.9928874237062,14.0,1.9928874237062002,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,613.2799815091344,11.0,3.2799815091344144,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,620.5884689299213,13.0,0.588468929921336,4499.169682445412:2200.1502830409445:0.0
2.5,4.5,631.7372759435068,8.0,1.7372759435067664,4499.169682445412:2200.1502830409445:0.0
